codigo,detalle,costo,alicuota_iva,punto_pedido,marca,rubro,codigo_barra
0986TB7887,BOBINA ENCENDIDO BOSCH 0986TB7887,34000,21,5,Bosch,ENCENDIDO,7792000001065
BKR7E,BUJIA NGK BKR7E,40600,21,5,NGK,ENCENDIDO,7792000001066
K17PR-U,BUJIA DENSO K17PR-U,7800,21,12,Denso,ENCENDIDO,7792000001067
0986B05488,BUJIA BOSCH 0986B05488,19600,21,6,Bosch,ENCENDIDO,7792000001068
BPR5ES,BUJIA NGK BPR5ES,23200,21,6,NGK,ENCENDIDO,7792000001069
K19PR-U,BUJIA DENSO K19PR-U,31300,21,6,Denso,ENCENDIDO,7792000001070
IK20,BOBINA ENCENDIDO DENSO IK20,32800,21,4,Denso,ENCENDIDO,7792000001071
0986B06074,BUJIA BOSCH 0986B06074,5000,21,20,Bosch,ENCENDIDO,7792000001072
0986B07300,CABLE BUJIA JUEGO BOSCH 0986B07300,35100,21,5,Bosch,ENCENDIDO,7792000001073
0986TB4694,BOBINA ENCENDIDO BOSCH 0986TB4694,12600,21,6,Bosch,ENCENDIDO,7792000001074
0986B06829,BUJIA BOSCH 0986B06829,5900,21,12,Bosch,ENCENDIDO,7792000001075
IK17,CABLE BUJIA JUEGO DENSO IK17,17700,21,8,Denso,ENCENDIDO,7792000001076
BKR5E,BUJIA NGK BKR5E,25000,21,4,NGK,ENCENDIDO,7792000001077
0986AF3763,CABLE BUJIA JUEGO BOSCH 0986AF3763,26700,21,4,Bosch,ENCENDIDO,7792000001078
0986AF5280,BOBINA ENCENDIDO BOSCH 0986AF5280,30900,21,6,Bosch,ENCENDIDO,7792000001079
0986TB3877,BUJIA BOSCH 0986TB3877,19400,21,8,Bosch,ENCENDIDO,7792000001080
0986B03748,CABLE BUJIA JUEGO BOSCH 0986B03748,41000,21,6,Bosch,ENCENDIDO,7792000001081
K18PR-U,BUJIA DENSO K18PR-U,40000,21,3,Denso,ENCENDIDO,7792000001082
0986TB2719,BOBINA ENCENDIDO BOSCH 0986TB2719,26100,21,6,Bosch,ENCENDIDO,7792000001083
0986TB9240,BOBINA ENCENDIDO BOSCH 0986TB9240,8300,21,12,Bosch,ENCENDIDO,7792000001084
IK18,BOBINA ENCENDIDO DENSO IK18,38500,21,6,Denso,ENCENDIDO,7792000001085
IK22,CABLE BUJIA JUEGO DENSO IK22,19300,21,8,Denso,ENCENDIDO,7792000001086
0986TB4104,CABLE BUJIA JUEGO BOSCH 0986TB4104,27400,21,5,Bosch,ENCENDIDO,7792000001087
DCPR8E,CABLE BUJIA JUEGO NGK DCPR8E,37500,21,3,NGK,ENCENDIDO,7792000001088
0986TB3350,CABLE BUJIA JUEGO BOSCH 0986TB3350,13600,21,6,Bosch,ENCENDIDO,7792000001089
0986TB3185,BOBINA ENCENDIDO BOSCH 0986TB3185,11800,21,8,Bosch,ENCENDIDO,7792000001090
0986TB2335,CABLE BUJIA JUEGO BOSCH 0986TB2335,14700,21,8,Bosch,ENCENDIDO,7792000001091
0986B02947,BOBINA ENCENDIDO BOSCH 0986B02947,39400,21,4,Bosch,ENCENDIDO,7792000001092
0986TB9660,BOBINA ENCENDIDO BOSCH 0986TB9660,14300,21,8,Bosch,ENCENDIDO,7792000001093
0986AF7855,BUJIA BOSCH 0986AF7855,9400,21,12,Bosch,ENCENDIDO,7792000001094
0986TB1620,BUJIA BOSCH 0986TB1620,10500,21,8,Bosch,ENCENDIDO,7792000001095
0986B01617,CABLE BUJIA JUEGO BOSCH 0986B01617,37600,21,5,Bosch,ENCENDIDO,7792000001096
0986TB4186,BUJIA BOSCH 0986TB4186,36900,21,4,Bosch,ENCENDIDO,7792000001097
0986B01525,BUJIA BOSCH 0986B01525,19300,21,6,Bosch,ENCENDIDO,7792000001098
0986AF3761,BOBINA ENCENDIDO BOSCH 0986AF3761,4600,21,12,Bosch,ENCENDIDO,7792000001099
0986B09917,BUJIA BOSCH 0986B09917,26200,21,5,Bosch,ENCENDIDO,7792000001100
0986B07918,BUJIA BOSCH 0986B07918,39900,21,3,Bosch,ENCENDIDO,7792000001101
0986TB7045,BOBINA ENCENDIDO BOSCH 0986TB7045,36300,21,4,Bosch,ENCENDIDO,7792000001102
0986AF9545,BOBINA ENCENDIDO BOSCH 0986AF9545,41900,21,4,Bosch,ENCENDIDO,7792000001103
0986AF2701,CABLE BUJIA JUEGO BOSCH 0986AF2701,22800,21,6,Bosch,ENCENDIDO,7792000001104
0986AF2430,CABLE BUJIA JUEGO BOSCH 0986AF2430,27800,21,3,Bosch,ENCENDIDO,7792000001105
0986B08952,BUJIA BOSCH 0986B08952,29300,21,6,Bosch,ENCENDIDO,7792000001106
0986TB8682,BOBINA ENCENDIDO BOSCH 0986TB8682,30200,21,6,Bosch,ENCENDIDO,7792000001107
0986AF8375,CABLE BUJIA JUEGO BOSCH 0986AF8375,10700,21,10,Bosch,ENCENDIDO,7792000001108
0986TB7269,BUJIA BOSCH 0986TB7269,26900,21,6,Bosch,ENCENDIDO,7792000001109
0986B09006,BOBINA ENCENDIDO BOSCH 0986B09006,14900,21,6,Bosch,ENCENDIDO,7792000001110
0986TB5274,BOBINA ENCENDIDO BOSCH 0986TB5274,26500,21,5,Bosch,ENCENDIDO,7792000001111
0986TB4501,CABLE BUJIA JUEGO BOSCH 0986TB4501,34800,21,4,Bosch,ENCENDIDO,7792000001112
0986AF8399,BUJIA BOSCH 0986AF8399,41700,21,5,Bosch,ENCENDIDO,7792000001113
0986AF3810,CABLE BUJIA JUEGO BOSCH 0986AF3810,38400,21,4,Bosch,ENCENDIDO,7792000001114
0986AF2905,CABLE BUJIA JUEGO BOSCH 0986AF2905,40500,21,6,Bosch,ENCENDIDO,7792000001115
0986AF5257,BUJIA BOSCH 0986AF5257,22300,21,6,Bosch,ENCENDIDO,7792000001116
0986TB4632,BUJIA BOSCH 0986TB4632,19200,21,6,Bosch,ENCENDIDO,7792000001117
0986B05544,BOBINA ENCENDIDO BOSCH 0986B05544,31600,21,5,Bosch,ENCENDIDO,7792000001118
0986TB5252,BUJIA BOSCH 0986TB5252,21600,21,6,Bosch,ENCENDIDO,7792000001119
0986TB9082,CABLE BUJIA JUEGO BOSCH 0986TB9082,10700,21,10,Bosch,ENCENDIDO,7792000001120
0986TB2175,BUJIA BOSCH 0986TB2175,6400,21,12,Bosch,ENCENDIDO,7792000001121
0986B06084,BUJIA BOSCH 0986B06084,28200,21,5,Bosch,ENCENDIDO,7792000001122
0986B03379,BUJIA BOSCH 0986B03379,12400,21,10,Bosch,ENCENDIDO,7792000001123
0986TB3024,CABLE BUJIA JUEGO BOSCH 0986TB3024,4200,21,16,Bosch,ENCENDIDO,7792000001124
0986TB2366,BOBINA ENCENDIDO BOSCH 0986TB2366,16800,21,8,Bosch,ENCENDIDO,7792000001125
0986TB5240,BUJIA BOSCH 0986TB5240,24100,21,10,Bosch,ENCENDIDO,7792000001126
0986B04356,BUJIA BOSCH 0986B04356,17500,21,10,Bosch,ENCENDIDO,7792000001127
0986TB9285,BUJIA BOSCH 0986TB9285,11500,21,8,Bosch,ENCENDIDO,7792000001128
0986B09297,BOBINA ENCENDIDO BOSCH 0986B09297,6700,21,16,Bosch,ENCENDIDO,7792000001129
0986TB1074,BUJIA BOSCH 0986TB1074,27900,21,6,Bosch,ENCENDIDO,7792000001130
0986AF8693,BOBINA ENCENDIDO BOSCH 0986AF8693,35000,21,3,Bosch,ENCENDIDO,7792000001131
0986AF8431,BOBINA ENCENDIDO BOSCH 0986AF8431,13500,21,6,Bosch,ENCENDIDO,7792000001132
0986AF8645,CABLE BUJIA JUEGO BOSCH 0986AF8645,4900,21,24,Bosch,ENCENDIDO,7792000001133
0986B08708,CABLE BUJIA JUEGO BOSCH 0986B08708,18700,21,10,Bosch,ENCENDIDO,7792000001134
0986TB6392,CABLE BUJIA JUEGO BOSCH 0986TB6392,26000,21,4,Bosch,ENCENDIDO,7792000001135
0986AF6300,BOBINA ENCENDIDO BOSCH 0986AF6300,16300,21,8,Bosch,ENCENDIDO,7792000001136
0986B04796,CABLE BUJIA JUEGO BOSCH 0986B04796,3900,21,12,Bosch,ENCENDIDO,7792000001137
0986B03463,BOBINA ENCENDIDO BOSCH 0986B03463,40500,21,6,Bosch,ENCENDIDO,7792000001138
0986B09407,CABLE BUJIA JUEGO BOSCH 0986B09407,12200,21,10,Bosch,ENCENDIDO,7792000001139
0986AF2467,CABLE BUJIA JUEGO BOSCH 0986AF2467,29200,21,3,Bosch,ENCENDIDO,7792000001140
0986TB8437,BUJIA BOSCH 0986TB8437,23900,21,10,Bosch,ENCENDIDO,7792000001141
0986TB8524,BUJIA BOSCH 0986TB8524,26700,21,5,Bosch,ENCENDIDO,7792000001142
0986AF9183,BUJIA BOSCH 0986AF9183,13700,21,8,Bosch,ENCENDIDO,7792000001143
0986AF8184,CABLE BUJIA JUEGO BOSCH 0986AF8184,8900,21,16,Bosch,ENCENDIDO,7792000001144
0986B06639,CABLE BUJIA JUEGO BOSCH 0986B06639,41600,21,3,Bosch,ENCENDIDO,7792000001145
0986AF2291,BUJIA BOSCH 0986AF2291,35800,21,6,Bosch,ENCENDIDO,7792000001146
0986AF8653,BOBINA ENCENDIDO BOSCH 0986AF8653,5400,21,24,Bosch,ENCENDIDO,7792000001147
0986TB9534,BOBINA ENCENDIDO BOSCH 0986TB9534,26800,21,5,Bosch,ENCENDIDO,7792000001148
0986TB2729,BUJIA BOSCH 0986TB2729,18200,21,10,Bosch,ENCENDIDO,7792000001149
0986AF8932,CABLE BUJIA JUEGO BOSCH 0986AF8932,41200,21,4,Bosch,ENCENDIDO,7792000001150
0986TB1304,BOBINA ENCENDIDO BOSCH 0986TB1304,22700,21,10,Bosch,ENCENDIDO,7792000001151
0986AF1644,CABLE BUJIA JUEGO BOSCH 0986AF1644,14200,21,8,Bosch,ENCENDIDO,7792000001152
0986B09707,BUJIA BOSCH 0986B09707,22700,21,8,Bosch,ENCENDIDO,7792000001153
0986AF8923,BOBINA ENCENDIDO BOSCH 0986AF8923,37600,21,5,Bosch,ENCENDIDO,7792000001154
0986TB2069,CABLE BUJIA JUEGO BOSCH 0986TB2069,40600,21,3,Bosch,ENCENDIDO,7792000001155
0986TB5555,BOBINA ENCENDIDO BOSCH 0986TB5555,4200,21,24,Bosch,ENCENDIDO,7792000001156
0986AF3394,BUJIA BOSCH 0986AF3394,14500,21,6,Bosch,ENCENDIDO,7792000001157
0986AF3202,BOBINA ENCENDIDO BOSCH 0986AF3202,21400,21,6,Bosch,ENCENDIDO,7792000001158
0986TB3105,BUJIA BOSCH 0986TB3105,5400,21,16,Bosch,ENCENDIDO,7792000001159
0986B09333,BOBINA ENCENDIDO BOSCH 0986B09333,3500,21,16,Bosch,ENCENDIDO,7792000001160
0986AF4295,BOBINA ENCENDIDO BOSCH 0986AF4295,31600,21,3,Bosch,ENCENDIDO,7792000001161
0986AF3463,BUJIA BOSCH 0986AF3463,27500,21,5,Bosch,ENCENDIDO,7792000001162
0986B05558,BOBINA ENCENDIDO BOSCH 0986B05558,8400,21,12,Bosch,ENCENDIDO,7792000001163
0986AF6955,CABLE BUJIA JUEGO BOSCH 0986AF6955,19000,21,6,Bosch,ENCENDIDO,7792000001164
0986TB5382,BOBINA ENCENDIDO BOSCH 0986TB5382,15400,21,8,Bosch,ENCENDIDO,7792000001165
0986B03505,BUJIA BOSCH 0986B03505,10100,21,8,Bosch,ENCENDIDO,7792000001166
0986TB2998,BOBINA ENCENDIDO BOSCH 0986TB2998,29700,21,3,Bosch,ENCENDIDO,7792000001167
0986AF5165,BOBINA ENCENDIDO BOSCH 0986AF5165,12900,21,10,Bosch,ENCENDIDO,7792000001168
0986AF1752,CABLE BUJIA JUEGO BOSCH 0986AF1752,37900,21,4,Bosch,ENCENDIDO,7792000001169
0986AF9696,BUJIA BOSCH 0986AF9696,12100,21,10,Bosch,ENCENDIDO,7792000001170
0986AF9279,BUJIA BOSCH 0986AF9279,5200,21,24,Bosch,ENCENDIDO,7792000001171
0986AF1934,BOBINA ENCENDIDO BOSCH 0986AF1934,29400,21,4,Bosch,ENCENDIDO,7792000001172
0986TB1878,CABLE BUJIA JUEGO BOSCH 0986TB1878,22100,21,8,Bosch,ENCENDIDO,7792000001173
0986TB9049,CABLE BUJIA JUEGO BOSCH 0986TB9049,39500,21,6,Bosch,ENCENDIDO,7792000001174
0986B05744,BOBINA ENCENDIDO BOSCH 0986B05744,14400,21,10,Bosch,ENCENDIDO,7792000001175
0986B09700,CABLE BUJIA JUEGO BOSCH 0986B09700,30800,21,3,Bosch,ENCENDIDO,7792000001176
0986AF4172,BUJIA BOSCH 0986AF4172,22200,21,10,Bosch,ENCENDIDO,7792000001177
0986TB1559,BUJIA BOSCH 0986TB1559,4600,21,12,Bosch,ENCENDIDO,7792000001178
0986AF8384,BUJIA BOSCH 0986AF8384,41000,21,6,Bosch,ENCENDIDO,7792000001179
0986B01502,BOBINA ENCENDIDO BOSCH 0986B01502,41800,21,3,Bosch,ENCENDIDO,7792000001180
0986AF6205,BUJIA BOSCH 0986AF6205,35900,21,4,Bosch,ENCENDIDO,7792000001181
0986TB9453,BUJIA BOSCH 0986TB9453,12700,21,6,Bosch,ENCENDIDO,7792000001182
K025550,TENSOR CORREA GATES K025550,39500,21,6,Gates,CORREAS,7792000001183
K025518,TENSOR CORREA GATES K025518,28100,21,6,Gates,CORREAS,7792000001184
K036381,KIT DISTRIBUCION GATES K036381,13400,21,8,Gates,CORREAS,7792000001185
92706,CORREA DISTRIBUCION DAYCO 92706,83200,21,2,Dayco,CORREAS,7792000001186
CT945,CORREA POLY-V CONTITECH CT945,42700,21,3,Contitech,CORREAS,7792000001187
7PK1876,CORREA DISTRIBUCION BANDO 7PK1876,61500,21,3,Bando,CORREAS,7792000001188
CT1164,CORREA DISTRIBUCION CONTITECH CT1164,88600,21,3,Contitech,CORREAS,7792000001189
4PK1516,CORREA DISTRIBUCION BANDO 4PK1516,41800,21,3,Bando,CORREAS,7792000001190
3PK1057,KIT DISTRIBUCION GATES 3PK1057,43600,21,4,Gates,CORREAS,7792000001191
8PK1475,CORREA POLY-V GATES 8PK1475,63800,21,2,Gates,CORREAS,7792000001192
6PK1181,CORREA DISTRIBUCION CONTITECH 6PK1181,58600,21,4,Contitech,CORREAS,7792000001193
K044537,CORREA DISTRIBUCION GATES K044537,52600,21,3,Gates,CORREAS,7792000001194
4PK775,CORREA POLY-V BANDO 4PK775,90300,21,3,Bando,CORREAS,7792000001195
K045521,CORREA DISTRIBUCION GATES K045521,58600,21,6,Gates,CORREAS,7792000001196
6PK708,TENSOR CORREA GATES 6PK708,75800,21,4,Gates,CORREAS,7792000001197
KTB373,CORREA DISTRIBUCION DAYCO KTB373,28400,21,4,Dayco,CORREAS,7792000001198
K025601,TENSOR CORREA GATES K025601,87500,21,2,Gates,CORREAS,7792000001199
KTB360,KIT DISTRIBUCION DAYCO KTB360,22200,21,8,Dayco,CORREAS,7792000001200
K045649,TENSOR CORREA GATES K045649,77400,21,3,Gates,CORREAS,7792000001201
94143,KIT DISTRIBUCION DAYCO 94143,12400,21,6,Dayco,CORREAS,7792000001202
5PK1585,CORREA DISTRIBUCION BANDO 5PK1585,56100,21,6,Bando,CORREAS,7792000001203
KTB408,CORREA DISTRIBUCION DAYCO KTB408,36400,21,5,Dayco,CORREAS,7792000001204
7PK1285,CORREA POLY-V BANDO 7PK1285,73300,21,4,Bando,CORREAS,7792000001205
K024397,CORREA DISTRIBUCION GATES K024397,70500,21,4,Gates,CORREAS,7792000001206
4PK1345,TENSOR CORREA BANDO 4PK1345,37400,21,5,Bando,CORREAS,7792000001207
KTB138,KIT DISTRIBUCION DAYCO KTB138,14800,21,6,Dayco,CORREAS,7792000001208
KTB574,KIT DISTRIBUCION DAYCO KTB574,40500,21,4,Dayco,CORREAS,7792000001209
4PK874,KIT DISTRIBUCION BANDO 4PK874,53100,21,3,Bando,CORREAS,7792000001210
6PK1458,CORREA POLY-V BANDO 6PK1458,59900,21,6,Bando,CORREAS,7792000001211
7PK2048,TENSOR CORREA BANDO 7PK2048,83700,21,3,Bando,CORREAS,7792000001212
6PK1297,CORREA POLY-V GATES 6PK1297,37600,21,6,Gates,CORREAS,7792000001213
95685,KIT DISTRIBUCION DAYCO 95685,16700,21,10,Dayco,CORREAS,7792000001214
K035572,TENSOR CORREA GATES K035572,88400,21,4,Gates,CORREAS,7792000001215
6PK1622,CORREA DISTRIBUCION CONTITECH 6PK1622,55500,21,6,Contitech,CORREAS,7792000001216
KTB329,KIT DISTRIBUCION DAYCO KTB329,46000,21,3,Dayco,CORREAS,7792000001217
6PK1373,CORREA POLY-V GATES 6PK1373,81200,21,4,Gates,CORREAS,7792000001218
6PK1798,TENSOR CORREA CONTITECH 6PK1798,79700,21,3,Contitech,CORREAS,7792000001219
5PK2008,CORREA POLY-V BANDO 5PK2008,50100,21,6,Bando,CORREAS,7792000001220
CT909,KIT DISTRIBUCION CONTITECH CT909,36500,21,4,Contitech,CORREAS,7792000001221
CT735,TENSOR CORREA CONTITECH CT735,51700,21,6,Contitech,CORREAS,7792000001222
CT740,CORREA POLY-V CONTITECH CT740,31000,21,5,Contitech,CORREAS,7792000001223
91874,CORREA DISTRIBUCION DAYCO 91874,49700,21,5,Dayco,CORREAS,7792000001224
K045557,CORREA POLY-V GATES K045557,33900,21,6,Gates,CORREAS,7792000001225
7PK1145,CORREA DISTRIBUCION BANDO 7PK1145,73300,21,4,Bando,CORREAS,7792000001226
6PK1060,KIT DISTRIBUCION BANDO 6PK1060,92600,21,4,Bando,CORREAS,7792000001227
6PK1520,TENSOR CORREA CONTITECH 6PK1520,93900,21,3,Contitech,CORREAS,7792000001228
4PK830,KIT DISTRIBUCION GATES 4PK830,78700,21,3,Gates,CORREAS,7792000001229
CT793,TENSOR CORREA CONTITECH CT793,68800,21,2,Contitech,CORREAS,7792000001230
5PK1515,TENSOR CORREA BANDO 5PK1515,74300,21,4,Bando,CORREAS,7792000001231
7PK1904,TENSOR CORREA BANDO 7PK1904,95900,21,2,Bando,CORREAS,7792000001232
90253,CORREA DISTRIBUCION DAYCO 90253,27600,21,3,Dayco,CORREAS,7792000001233
K042529,CORREA DISTRIBUCION GATES K042529,56800,21,4,Gates,CORREAS,7792000001234
94391,CORREA DISTRIBUCION DAYCO 94391,74700,21,2,Dayco,CORREAS,7792000001235
K055446,KIT DISTRIBUCION GATES K055446,83200,21,2,Gates,CORREAS,7792000001236
KTB542,CORREA POLY-V DAYCO KTB542,68900,21,2,Dayco,CORREAS,7792000001237
4PK1066,CORREA DISTRIBUCION BANDO 4PK1066,36000,21,6,Bando,CORREAS,7792000001238
5PK1934,KIT DISTRIBUCION BANDO 5PK1934,83900,21,4,Bando,CORREAS,7792000001239
KTB444,TENSOR CORREA DAYCO KTB444,50900,21,4,Dayco,CORREAS,7792000001240
CT1094,KIT DISTRIBUCION CONTITECH CT1094,36000,21,5,Contitech,CORREAS,7792000001241
5PK1149,TENSOR CORREA BANDO 5PK1149,17200,21,10,Bando,CORREAS,7792000001242
KTB494,KIT DISTRIBUCION DAYCO KTB494,42300,21,4,Dayco,CORREAS,7792000001243
5PK862,CORREA DISTRIBUCION GATES 5PK862,15300,21,8,Gates,CORREAS,7792000001244
6PK1548,CORREA POLY-V BANDO 6PK1548,46800,21,5,Bando,CORREAS,7792000001245
CT996,TENSOR CORREA CONTITECH CT996,34700,21,4,Contitech,CORREAS,7792000001246
KTB486,TENSOR CORREA DAYCO KTB486,88000,21,3,Dayco,CORREAS,7792000001247
5PK1206,TENSOR CORREA GATES 5PK1206,66800,21,4,Gates,CORREAS,7792000001248
5PK1094,CORREA DISTRIBUCION BANDO 5PK1094,21900,21,10,Bando,CORREAS,7792000001249
CT1146,CORREA POLY-V CONTITECH CT1146,29000,21,3,Contitech,CORREAS,7792000001250
5PK1562,TENSOR CORREA BANDO 5PK1562,94100,21,3,Bando,CORREAS,7792000001251
K050524,CORREA DISTRIBUCION GATES K050524,68500,21,2,Gates,CORREAS,7792000001252
CT1083,KIT DISTRIBUCION CONTITECH CT1083,82600,21,3,Contitech,CORREAS,7792000001253
6PK2162,KIT DISTRIBUCION CONTITECH 6PK2162,22700,21,6,Contitech,CORREAS,7792000001254
KTB454,CORREA DISTRIBUCION DAYCO KTB454,86500,21,2,Dayco,CORREAS,7792000001255
8PK1459,TENSOR CORREA GATES 8PK1459,64200,21,4,Gates,CORREAS,7792000001256
K019620,CORREA POLY-V GATES K019620,87200,21,3,Gates,CORREAS,7792000001257
7PK1321,CORREA POLY-V BANDO 7PK1321,51000,21,5,Bando,CORREAS,7792000001258
CT846,CORREA DISTRIBUCION CONTITECH CT846,38500,21,3,Contitech,CORREAS,7792000001259
KTB301,TENSOR CORREA DAYCO KTB301,54300,21,6,Dayco,CORREAS,7792000001260
4PK740,TENSOR CORREA BANDO 4PK740,46400,21,4,Bando,CORREAS,7792000001261
94202,CORREA POLY-V DAYCO 94202,20100,21,10,Dayco,CORREAS,7792000001262
K055632,CORREA POLY-V GATES K055632,63700,21,2,Gates,CORREAS,7792000001263
8PK1269,KIT DISTRIBUCION GATES 8PK1269,81000,21,3,Gates,CORREAS,7792000001264
KTB558,CORREA POLY-V DAYCO KTB558,47500,21,5,Dayco,CORREAS,7792000001265
94953,TENSOR CORREA DAYCO 94953,12100,21,8,Dayco,CORREAS,7792000001266
7PK937,KIT DISTRIBUCION GATES 7PK937,90900,21,3,Gates,CORREAS,7792000001267
CT892,CORREA POLY-V CONTITECH CT892,18400,21,8,Contitech,CORREAS,7792000001268
4PK1503,CORREA POLY-V BANDO 4PK1503,73600,21,2,Bando,CORREAS,7792000001269
4PK1374,CORREA DISTRIBUCION BANDO 4PK1374,91200,21,4,Bando,CORREAS,7792000001270
CT828,CORREA POLY-V CONTITECH CT828,67300,21,4,Contitech,CORREAS,7792000001271
7PK1467,CORREA POLY-V BANDO 7PK1467,43100,21,4,Bando,CORREAS,7792000001272
4PK1690,KIT DISTRIBUCION BANDO 4PK1690,64000,21,4,Bando,CORREAS,7792000001273
6PK1101,KIT DISTRIBUCION CONTITECH 6PK1101,80800,21,4,Contitech,CORREAS,7792000001274
CT934,KIT DISTRIBUCION CONTITECH CT934,84000,21,3,Contitech,CORREAS,7792000001275
7PK1931,TENSOR CORREA BANDO 7PK1931,35300,21,4,Bando,CORREAS,7792000001276
5PK1332,KIT DISTRIBUCION BANDO 5PK1332,29000,21,4,Bando,CORREAS,7792000001277
6PK1107,KIT DISTRIBUCION CONTITECH 6PK1107,19400,21,10,Contitech,CORREAS,7792000001278
6PK1151,CORREA POLY-V CONTITECH 6PK1151,17100,21,10,Contitech,CORREAS,7792000001279
KTB638,CORREA POLY-V DAYCO KTB638,12300,21,10,Dayco,CORREAS,7792000001280
92275,CORREA DISTRIBUCION DAYCO 92275,13600,21,10,Dayco,CORREAS,7792000001281
K049630,CORREA POLY-V GATES K049630,22900,21,8,Gates,CORREAS,7792000001282
K051323,CORREA DISTRIBUCION GATES K051323,65400,21,4,Gates,CORREAS,7792000001283
KTB523,TENSOR CORREA DAYCO KTB523,14700,21,10,Dayco,CORREAS,7792000001284
K056518,TENSOR CORREA GATES K056518,72200,21,4,Gates,CORREAS,7792000001285
5PK954,TENSOR CORREA GATES 5PK954,50800,21,6,Gates,CORREAS,7792000001286
6PK1719,TENSOR CORREA CONTITECH 6PK1719,38100,21,3,Contitech,CORREAS,7792000001287
KTB406,CORREA POLY-V DAYCO KTB406,58100,21,3,Dayco,CORREAS,7792000001288
KTB417,KIT DISTRIBUCION DAYCO KTB417,27300,21,3,Dayco,CORREAS,7792000001289
92657,TENSOR CORREA DAYCO 92657,57100,21,3,Dayco,CORREAS,7792000001290
8PK1869,CORREA POLY-V GATES 8PK1869,52400,21,3,Gates,CORREAS,7792000001291
CT824,CORREA POLY-V CONTITECH CT824,16700,21,6,Contitech,CORREAS,7792000001292
6PK1185,CORREA DISTRIBUCION BANDO 6PK1185,84400,21,2,Bando,CORREAS,7792000001293
K027433,CORREA DISTRIBUCION GATES K027433,73400,21,3,Gates,CORREAS,7792000001294
KTB889,KIT DISTRIBUCION DAYCO KTB889,59800,21,5,Dayco,CORREAS,7792000001295
KTB621,KIT DISTRIBUCION DAYCO KTB621,26400,21,3,Dayco,CORREAS,7792000001296
MOT5W30410,ACEITE MOTUL 8100 5W30 X4L,50000,21,4,Motul,LUBRICANTES,7792000001297
SHE10W40146,ACEITE SHELL HELIX HX7 10W40 X4L,48300,21,5,Shell,LUBRICANTES,7792000001298
SHE10W40819,ACEITE SHELL HELIX HX5 10W40 X4L,33500,21,6,Shell,LUBRICANTES,7792000001299
YPF25W60228,ACEITE YPF ELAION MOTO 25W60 X4L,28800,21,4,YPF,LUBRICANTES,7792000001300
CAS5W40943,ACEITE CASTROL EDGE 5W40 X4L,51400,21,4,Castrol,LUBRICANTES,7792000001301
SHE15W40829,ACEITE SHELL HELIX HX7 15W40 X4L,51900,21,3,Shell,LUBRICANTES,7792000001302
MOT5W30846,ACEITE MOTUL 8100 5W30 X4L,42100,21,3,Motul,LUBRICANTES,7792000001303
YPF5W40301,ACEITE YPF ELAION F50 5W40 X4L,49400,21,6,YPF,LUBRICANTES,7792000001304
CAS15W40399,ACEITE CASTROL EDGE 15W40 X4L,47400,21,5,Castrol,LUBRICANTES,7792000001305
MOT10W4078,ACEITE MOTUL 6100 10W40 X4L,29700,21,3,Motul,LUBRICANTES,7792000001306
TOT15W4060,ACEITE TOTAL QUARTZ 5000 15W40 X4L,39500,21,5,Total,LUBRICANTES,7792000001307
CAS5W40415,ACEITE CASTROL GTX 5W40 X4L,28900,21,3,Castrol,LUBRICANTES,7792000001308
CAS5W30891,ACEITE CASTROL EDGE 5W30 X4L,30500,21,3,Castrol,LUBRICANTES,7792000001309
CAS5W4027,ACEITE CASTROL EDGE 5W40 X4L,40200,21,5,Castrol,LUBRICANTES,7792000001310
SHE10W4056,ACEITE SHELL HELIX HX5 10W40 X4L,45400,21,4,Shell,LUBRICANTES,7792000001311
VAL20W50968,ACEITE VALVOLINE SYNPOWER 20W50 X4L,45600,21,6,Valvoline,LUBRICANTES,7792000001312
CAS5W40183,ACEITE CASTROL GTX 5W40 X4L,35500,21,5,Castrol,LUBRICANTES,7792000001313
YPF25W60893,ACEITE YPF ELAION F50 25W60 X4L,29700,21,3,YPF,LUBRICANTES,7792000001314
SHE5W40761,ACEITE SHELL HELIX HX7 5W40 X4L,33400,21,3,Shell,LUBRICANTES,7792000001315
VAL5W30456,ACEITE VALVOLINE MAXLIFE 5W30 X4L,45900,21,3,Valvoline,LUBRICANTES,7792000001316
VAL5W30178,ACEITE VALVOLINE MAXLIFE 5W30 X4L,35900,21,6,Valvoline,LUBRICANTES,7792000001317
MOT25W60733,ACEITE MOTUL 6100 25W60 X4L,32000,21,3,Motul,LUBRICANTES,7792000001318
CAS10W40508,ACEITE CASTROL GTX 10W40 X4L,29600,21,6,Castrol,LUBRICANTES,7792000001319
VAL5W30826,ACEITE VALVOLINE MAXLIFE 5W30 X4L,50800,21,3,Valvoline,LUBRICANTES,7792000001320
YPF15W40797,ACEITE YPF ELAION F30 15W40 X4L,46000,21,3,YPF,LUBRICANTES,7792000001321
CAS5W40435,ACEITE CASTROL GTX 5W40 X4L,50200,21,5,Castrol,LUBRICANTES,7792000001322
CAS25W60911,ACEITE CASTROL MAGNATEC 25W60 X4L,52600,21,4,Castrol,LUBRICANTES,7792000001323
CAS20W50456,ACEITE CASTROL GTX 20W50 X4L,33500,21,5,Castrol,LUBRICANTES,7792000001324
CAS15W40452,ACEITE CASTROL MAGNATEC 15W40 X4L,52500,21,6,Castrol,LUBRICANTES,7792000001325
